"year","id","sex","terr","adjlat","adjlong","subpop","inb","off_mat","nmates","pkins"
"2001","3481","2","163","268","118","R2","0","0","0",NA
"1998","3482","2","129","222","164","R2","0","0","0",NA
"1999","3482","2","129","222","164","R2","0","2","1","0"
"1998","3485","1","301","182","592","SSW","0","0","0",NA
"1999","3485","1","301","182","592","SSW","0","0","0",NA
"1998","3486","1","9","117","271","R2","0","0","0",NA
"1999","3486","1","9","117","271","R2","0","0","0",NA
"2000","3486","1","2","58","407","R2","0","1","1","0"
"1998","3490","2","219","313","8","R2","0","0","0",NA
"1999","3490","2","219","313","8","R2","0","1","1","0.0546875"
"1997","3491","2","192","324","240","R2","0.125","0","0",NA
"1998","3491","2","192","324","240","R2","0.125","0","0",NA
"1997","3495","1","216","282","2","R2","0.25","0","0",NA
"1998","3495","1","216","282","2","R2","0.25","0","0",NA
"1998","3498","1","83","136","227","R2","0","0","0",NA
"1999","3498","1","83","136","227","R2","0","7","4","0"
"2000","3498","1","82","127","237","R2","0","1","1","0"
