"year","id","sex","terr","adjlat","adjlong","subpop","inb","off_mat","nmates","pkins"
"2005","4794","2","119","1076","843","R1E","0","6","2","0"
"2006","4794","2","119","1076","843","R1E","0","1","0",NA
"2007","4794","2","119","1076","843","R1E","0","0","0",NA
"2004","4795","2","67","912","878","R1E","0.302120685577393","0","0",NA
"2005","4795","2","63","935","890","R1E","0.302120685577393","2","1","0"
"2006","4795","2","63","935","890","R1E","0.302120685577393","0","0",NA
"2007","4795","2","63","935","890","R1E","0.302120685577393","0","0",NA
"2004","4796","2","66","904","885","R1E","0.302120685577393","0","0",NA
"2005","4796","2","49","873","887","R1E","0.302120685577393","3","0",NA
"2006","4796","2","49","873","887","R1E","0.302120685577393","2","2","0"
"2007","4796","2","49","873","887","R1E","0.302120685577393","0","0",NA
"2003","4797","1","168","264","94","R2","0","0","0",NA
"2004","4797","1","168","264","94","R2","0","2","2","0"
"2005","4797","1","163","268","118","R2","0","3","1","0"
"2006","4797","1","163","268","118","R2","0","3","2","0"
"2007","4797","1","163","268","118","R2","0","0","0",NA
"2004","4798","1","173","236","48","R2","0","0","0",NA
"2005","4798","1","173","236","48","R2","0","0","0",NA
"2004","4799","1","140","198","82","R2","0","0","0",NA
"2005","4799","1","138","198","87","R2","0","6","2","0.125"
"2006","4799","1","138","198","87","R2","0","1","1","0.25"
"2007","4799","1","138","198","87","R2","0","0","0",NA
"2004","4800","1","10","304","793","R1W","0.139434814453125","0","0",NA
"2005","4800","1","10","304","793","R1W","0.139434814453125","0","0",NA
"2003","4801","2","306","184","484","SSW","0","0","0",NA
"2004","4801","2","306","184","484","SSW","0","2","0",NA
"2005","4801","2","281","223","560","SSW","0","3","1","0"
"2004","4802","2","108","968","881","R1E","0","0","0",NA
"2005","4802","2","108","968","881","R1E","0","1","0",NA
"2003","4804","1","283","124","619","SSW","0","0","0",NA
"2004","4804","1","283","124","619","SSW","0","0","0",NA
"2005","4804","1","283","124","619","SSW","0","2","1","0"
"2003","4806","1","148","208","50","R2","0","0","0",NA
"2004","4806","1","148","208","50","R2","0","2","1","0"
"2005","4806","1","146","192","41","R2","0","0","0",NA
"2003","4808","1","291","235","597","SSW","0","0","0",NA
"2004","4808","1","291","235","597","SSW","0","0","0",NA
"2005","4808","1","291","235","597","SSW","0","3","2","0"
"2005","4809","2","169","265","53","R2","0","0","0",NA
"2006","4809","2","169","265","53","R2","0","0","0",NA
"2004","4810","2","160","249","164","R2","0","0","0",NA
"2005","4810","2","129","222","164","R2","0","1","1","0"
"2006","4810","2","129","222","164","R2","0","0","0",NA
"2003","4812","1","130","185","186","R2","0","0","0",NA
"2004","4812","1","130","185","186","R2","0","5","3","0"
"2005","4812","1","88","173","144","R2","0","4","1","0"
"2006","4812","1","88","173","144","R2","0","1","1","0"
"2007","4812","1","88","173","144","R2","0","0","0",NA
"2004","4814","2","9","117","271","R2","0","0","0",NA
"2005","4814","2","9","117","271","R2","0","0","0",NA
"2004","4815","2","201","302","98","R2","0","0","0",NA
"2005","4815","2","201","302","98","R2","0","3","2","0"
"2006","4815","2","201","302","98","R2","0","2","2","0.015625"
"2007","4815","2","201","302","98","R2","0","0","0",NA
"2003","4816","2","225","461","708","R1W","0","0","0",NA
"2004","4816","2","225","461","708","R1W","0","1","1","0"
"2005","4816","2","225","461","708","R1W","0","4","2","0"
"2006","4816","2","225","461","708","R1W","0","2","1","0"
"2007","4816","2","225","461","708","R1W","0","0","0",NA
"2004","4818","1","96","363","824","R1W","0","0","0",NA
"2005","4818","1","154","386","755","R1W","0","4","2","0"
"2006","4818","1","154","386","755","R1W","0","1","1","0"
"2003","4820","2","193","304","215","R2","0.0169677734375","0","0",NA
"2004","4820","2","193","304","215","R2","0.0169677734375","1","1","0.129241943359375"
"2005","4820","2","193","304","215","R2","0.0169677734375","1","0",NA
"2003","4821","1","197","276","180","R2","0.038330078125","0","0",NA
"2004","4821","1","197","276","180","R2","0.038330078125","0","0",NA
"2003","4822","2","162","230","148","R2","0","0","0",NA
"2004","4822","2","162","230","148","R2","0","0","0",NA
"2005","4822","2","162","230","148","R2","0","1","1","0"
"2003","4824","2","213","470","786","R1W","0","0","0",NA
"2004","4824","2","213","470","786","R1W","0","1","1","0"
"2004","4825","2","204","511","791","R1W","0","0","0",NA
"2005","4825","2","204","511","791","R1W","0","1","0",NA
"2004","4826","2","88","173","144","R2","0","0","0",NA
"2005","4826","2","88","173","144","R2","0","0","0",NA
"2004","4827","2","146","192","41","R2","0","0","0",NA
"2005","4827","2","146","192","41","R2","0","2","1","0"
"2006","4827","2","146","192","41","R2","0","1","1","0"
"2007","4827","2","146","192","41","R2","0","0","0",NA
"2005","4828","2","179","435","801","R1W","0","0","0",NA
"2006","4828","2","179","435","801","R1W","0","1","1","0.153724670410156"
"2004","4829","1","177","258","11","R2","0","0","0",NA
"2005","4829","1","177","258","11","R2","0","1","1","0"
"2004","4830","2","133","215","134","R2","0","0","0",NA
"2005","4830","2","162","230","148","R2","0","1","1","0.125"
"2006","4830","2","162","230","148","R2","0","0","0",NA
"2003","4831","1","236","568","813","R1W","0","0","0",NA
"2005","4831","1","213","470","786","R1W","0","6","3","0.0118001302083333"
"2006","4831","1","213","470","786","R1W","0","0","0",NA
"2004","4832","2","147","387","791","R1W","0","0","0",NA
"2005","4832","2","147","387","791","R1W","0","0","0",NA
"2004","4833","1","227","493","696","R1W","0","0","0",NA
"2005","4833","1","227","493","696","R1W","0","1","1","0"
"2005","4834","2","9","117","271","R2","0","0","0",NA
"2006","4834","2","9","117","271","R2","0","0","0",NA
"2004","4835","2","12","306","750","R1W","0","0","0",NA
"2005","4835","2","12","306","750","R1W","0","0","0",NA
"2006","4835","2","12","306","750","R1W","0","2","2","0.0376644134521485"
"2004","4836","2","197","276","180","R2","0.129241943359375","0","0",NA
"2005","4836","2","196","293","196","R2","0.129241943359375","3","1","0.0803070068359375"
"2006","4836","2","196","293","196","R2","0.129241943359375","4","3","0"
"2007","4836","2","196","293","196","R2","0.129241943359375","0","0",NA
"2004","4837","1","203","281","63","R2","0","0","0",NA
"2005","4837","1","212","291","47","R2","0","5","3","0.0416666666666667"
"2006","4837","1","212","291","47","R2","0","2","2","0.0625"
"2007","4837","1","212","291","47","R2","0","0","0",NA
"2004","4838","1","130","185","186","R2","0","0","0",NA
"2005","4838","1","130","185","186","R2","0","0","0",NA
"2004","4839","2","306","184","484","SSW","0","0","0",NA
"2005","4839","2","82","127","237","R2","0","6","2","0"
"2006","4839","2","82","127","237","R2","0","3","1","0"
"2004","4840","1","167","230","94","R2","0","0","0",NA
"2005","4840","1","167","230","94","R2","0","0","0",NA
"2004","4841","1","10","304","793","R1W","0.139434814453125","0","0",NA
"2005","4841","1","10","304","793","R1W","0.139434814453125","0","0",NA
"2004","4842","1","85","159","220","R2","0","0","0",NA
"2005","4842","1","85","159","220","R2","0","0","0",NA
"2004","4844","2","216","282","2","R2","0","0","0",NA
"2005","4844","2","216","282","2","R2","0","2","1","0"
"2004","4845","2","194","319","224","R2","0","0","0",NA
"2005","4845","2","216","282","2","R2","0","2","0",NA
"2006","4845","2","216","282","2","R2","0","3","3","0"
"2004","4846","1","203","281","63","R2","0","0","0",NA
"2005","4846","1","203","281","63","R2","0","0","0",NA
"2004","4847","1","214","288","25","R2","0","0","0",NA
"2005","4847","1","214","288","25","R2","0","0","0",NA
"2004","4848","1","119","1076","843","R1E","0","0","0",NA
"2005","4848","1","119","1076","843","R1E","0","0","0",NA
"2004","4849","1","150","222","25","R2","0","0","0",NA
"2005","4849","1","150","222","25","R2","0","0","0",NA
"2005","4853","1","64","931","886","R1E","0","0","0",NA
"2006","4853","1","64","931","886","R1E","0","0","0",NA
"2007","4853","1","64","931","886","R1E","0","0","0",NA
"2005","4854","1","120","1090","830","R1E","0","0","0",NA
"2006","4854","1","120","1090","830","R1E","0","1","1","0"
"2005","4855","2","112","1058","852","R1E","0","0","0",NA
"2006","4855","2","112","1058","852","R1E","0","0","0",NA
"2007","4855","2","112","1058","852","R1E","0","0","0",NA
"2005","4856","1","133","215","134","R2","0","0","0",NA
"2006","4856","1","133","215","134","R2","0","0","0",NA
"2007","4856","1","133","215","134","R2","0","0","0",NA
"2005","4857","2","97","153","33","R2","0","0","0",NA
"2006","4857","2","97","153","33","R2","0","0","0",NA
"2007","4857","2","97","153","33","R2","0","0","0",NA
"2005","4858","2","93","176","88","R2","0.25","0","0",NA
"2006","4858","2","92","155","90","R2","0.25","0","0",NA
"2007","4858","2","92","155","90","R2","0.25","0","0",NA
"2004","4859","2","94","129","58","R2","0","0","0",NA
"2005","4859","2","94","129","58","R2","0","0","0",NA
"2006","4859","2","94","129","58","R2","0","2","2","0"
"2007","4859","2","94","129","58","R2","0","0","0",NA
"2005","4860","1","140","198","82","R2","0","0","0",NA
"2006","4860","1","93","176","88","R2","0","1","1","0.03125"
"2007","4860","1","93","176","88","R2","0","0","0",NA
"2004","4861","1","87","163","205","R2","0","0","0",NA
"2005","4861","1","87","163","205","R2","0","1","0",NA
"2006","4861","1","87","163","205","R2","0","2","2","0"
"2007","4861","1","87","163","205","R2","0","0","0",NA
"2005","4863","2","53","884","811","R1E","0","0","0",NA
"2006","4863","2","53","884","811","R1E","0","0","0",NA
"2005","4865","1","147","387","791","R1W","0.0199508666992188","0","0",NA
"2006","4865","1","147","387","791","R1W","0.0199508666992188","0","0",NA
"2005","4866","2","199","288","135","R2","0","0","0",NA
"2006","4866","2","199","288","135","R2","0","2","1","0"
"2007","4866","2","199","288","135","R2","0","0","0",NA
"2005","4867","2","152","410","766","R1W","0","0","0",NA
"2006","4867","2","152","410","766","R1W","0","1","1","0"
"2007","4867","2","152","410","766","R1W","0","0","0",NA
"2005","4868","1","145","404","789","R1W","0.139434814453125","0","0",NA
"2006","4868","1","145","404","789","R1W","0.139434814453125","0","0",NA
"2005","4869","1","59","919","986","R1E","0","0","0",NA
"2006","4869","1","59","919","986","R1E","0","2","2","0"
"2005","4871","1","227","493","696","R1W","0","0","0",NA
"2006","4871","1","227","493","696","R1W","0","1","0",NA
"2005","4872","1","182","414","722","R1W","0.114898681640625","0","0",NA
"2006","4872","1","182","414","722","R1W","0.114898681640625","3","2","0.24207878112793"
"2007","4872","1","182","414","722","R1W","0.114898681640625","0","0",NA
"2005","4873","1","291","235","597","SSW","0","0","0",NA
"2006","4873","1","280","286","601","SSW","0","0","0",NA
"2007","4873","1","280","286","601","SSW","0","0","0",NA
"2005","4874","2","84","135","209","R2","0","0","0",NA
"2006","4874","2","220","324","21","R2","0","0","0",NA
"2007","4874","2","220","324","21","R2","0","0","0",NA
"2005","4875","1","218","305","0","R2","0","0","0",NA
"2006","4875","1","218","305","0","R2","0","1","1","0"
"2005","4876","2","91","143","87","R2","0","0","0",NA
"2006","4876","2","91","143","87","R2","0","0","0",NA
"2007","4876","2","91","143","87","R2","0","0","0",NA
"2005","4877","2","131","200","156","R2","0","0","0",NA
"2006","4877","2","8","118","284","R2","0","0","0",NA
"2007","4877","2","8","118","284","R2","0","0","0",NA
"2005","4878","1","133","215","134","R2","0","0","0",NA
"2006","4878","1","189","295","243","R2","0","0","0",NA
"2007","4878","1","189","295","243","R2","0","0","0",NA
"2005","4879","2","138","198","87","R2","0","0","0",NA
"2006","4879","2","138","198","87","R2","0","1","1","0"
"2005","4880","2","29","814","866","R1E","0","0","0",NA
"2006","4880","2","29","814","866","R1E","0","2","2","0"
"2007","4880","2","29","814","866","R1E","0","0","0",NA
"2005","4881","1","142","212","119","R2","0","0","0",NA
"2006","4881","1","142","212","119","R2","0","0","0",NA
"2005","4882","2","65","951","916","R1E","0","0","0",NA
"2006","4882","2","65","951","916","R1E","0","3","3","0"
"2007","4882","2","65","951","916","R1E","0","0","0",NA
"2005","4883","1","132","201","126","R2","0","0","0",NA
"2006","4883","1","134","223","118","R2","0","1","1","0.0625"
"2007","4883","1","134","223","118","R2","0","0","0",NA
"2005","4884","1","103","986","912","R1E","0.175171375274658","0","0",NA
"2006","4884","1","103","986","912","R1E","0.175171375274658","0","0",NA
"2005","4885","2","85","159","220","R2","0","0","0",NA
"2006","4885","2","85","159","220","R2","0","0","0",NA
"2007","4885","2","85","159","220","R2","0","0","0",NA
"2005","4887","2","111","1038","856","R1E","0","0","0",NA
"2006","4887","2","111","1038","856","R1E","0","2","1","0"
"2007","4887","2","111","1038","856","R1E","0","0","0",NA
"2005","4888","2","178","426","787","R1W","0","0","0",NA
"2006","4888","2","178","426","787","R1W","0","0","0",NA
"2005","4889","2","102","974","912","R1E","0","0","0",NA
"2006","4889","2","102","974","912","R1E","0","1","1","0"
"2005","4890","1","307","168","493","SSW","0","0","0",NA
"2006","4890","1","286","130","496","SSW","0","3","1","0"
"2007","4890","1","286","130","496","SSW","0","0","0",NA
"2004","4891","2","41","888","930","R1E","0","0","0",NA
"2005","4891","2","41","888","930","R1E","0","2","0",NA
"2006","4891","2","41","888","930","R1E","0","6","4","0"
"2007","4891","2","41","888","930","R1E","0","0","0",NA
"2005","4892","1","61","940","903","R1E","0","0","0",NA
"2006","4892","1","61","940","903","R1E","0","2","2","0"
"2005","4893","2","96","363","824","R1W","0","0","0",NA
"2006","4893","2","96","363","824","R1W","0","3","2","0.0142364501953125"
"2007","4893","2","96","363","824","R1W","0","0","0",NA
"2005","4894","2","42","879","951","R1E","0","0","0",NA
"2006","4894","2","42","879","951","R1E","0","0","0",NA
"2007","4894","2","42","879","951","R1E","0","0","0",NA
"2005","4895","1","305","186","516","SSW","0","0","0",NA
"2006","4895","1","305","186","516","SSW","0","4","2","0.098761558532715"
"2007","4895","1","305","186","516","SSW","0","0","0",NA
"2005","4896","2","108","968","881","R1E","0.175171375274658","0","0",NA
"2006","4896","2","108","968","881","R1E","0.175171375274658","0","0",NA
"2005","4897","1","50","888","882","R1E","0","0","0",NA
"2006","4897","1","50","888","882","R1E","0","0","0",NA
"2007","4897","1","50","888","882","R1E","0","0","0",NA
"2005","4898","2","286","130","496","SSW","0","0","0",NA
"2006","4898","2","286","130","496","SSW","0","0","0",NA
"2005","4899","2","114","985","818","R1E","0","0","0",NA
"2006","4899","2","114","985","818","R1E","0","1","1","0"
"2007","4899","2","114","985","818","R1E","0","0","0",NA
"2005","4900","1","39","875","931","R1E","0","0","0",NA
"2006","4900","1","39","875","931","R1E","0","2","2","0"
"2007","4900","1","40","888","940","R1E","0","0","0",NA
"2005","4901","1","68","943","860","R1E","0","0","0",NA
"2006","4901","1","68","943","860","R1E","0","0","0",NA
"2007","4901","1","68","943","860","R1E","0","0","0",NA
"2005","4902","2","191","286","232","R2","0","0","0",NA
"2006","4902","2","191","286","232","R2","0","0","0",NA
"2007","4902","2","191","286","232","R2","0","0","0",NA
"2005","4903","2","38","889","972","R1E","0","0","0",NA
"2006","4903","2","38","889","972","R1E","0","0","0",NA
"2005","4904","2","86","147","262","R2","0","0","0",NA
"2006","4904","2","86","147","262","R2","0","2","1","0"
"2007","4904","2","86","147","262","R2","0","0","0",NA
"2005","4905","2","118","1079","875","R1E","0","0","0",NA
"2006","4905","2","118","1079","875","R1E","0","0","0",NA
"2007","4905","2","118","1079","875","R1E","0","0","0",NA
"2005","4906","1","68","943","860","R1E","0","0","0",NA
"2006","4906","1","68","943","860","R1E","0","0","0",NA
"2004","4907","2","221","309","34","R2","0","0","0",NA
"2005","4907","2","221","309","34","R2","0","3","2","0.0625"
"2006","4907","2","221","309","34","R2","0","4","3","0.125"
"2007","4907","2","221","309","34","R2","0","0","0",NA
"2005","4909","2","9","117","271","R2","0","0","0",NA
"2006","4909","2","9","117","271","R2","0","0","0",NA
"2005","4910","1","145","404","789","R1W","0","0","0",NA
"2006","4910","1","145","404","789","R1W","0","1","1","0.0377640724182129"
"2005","4911","2","84","135","209","R2","0","0","0",NA
"2006","4911","2","84","135","209","R2","0","0","0",NA
"2005","4912","2","167","230","94","R2","0","0","0",NA
"2006","4912","2","167","230","94","R2","0","0","0",NA
"2005","4913","1","15","83","364","R2","0","0","0",NA
"2006","4913","1","15","83","364","R2","0","0","0",NA
"2005","4914","2","167","230","94","R2","0","0","0",NA
"2006","4914","2","167","230","94","R2","0","3","1","0.0625"
"2007","4914","2","167","230","94","R2","0","0","0",NA
"2004","4915","1","113","1023","845","R1E","0","0","0",NA
"2005","4915","1","113","1023","845","R1E","0","7","3","0"
"2006","4915","1","113","1023","845","R1E","0","1","1","0"
"2007","4915","1","113","1023","845","R1E","0","0","0",NA
"2005","4916","1","8","118","284","R2","0","0","0",NA
"2006","4916","1","9","117","271","R2","0","1","1","0"
"2007","4916","1","9","117","271","R2","0","0","0",NA
"2005","4917","2","113","1023","845","R1E","0","0","0",NA
"2006","4917","2","113","1023","845","R1E","0","0","0",NA
"2004","4918","2","219","313","8","R2","0","0","0",NA
"2005","4918","2","219","313","8","R2","0","0","0",NA
"2006","4918","2","219","313","8","R2","0","1","0",NA
"2007","4918","2","219","313","8","R2","0","0","0",NA
"2005","4919","1","24","844","882","R1E","0","0","0",NA
"2006","4919","1","24","844","882","R1E","0","1","1","0"
"2007","4919","1","24","844","882","R1E","0","0","0",NA
"2005","4920","1","9","117","271","R2","0","0","0",NA
"2006","4920","1","9","117","271","R2","0","0","0",NA
"2005","4921","1","177","258","11","R2","0","0","0",NA
"2006","4921","1","177","258","11","R2","0","5","4","0"
"2007","4921","1","177","258","11","R2","0","0","0",NA
"2005","4922","1","302","172","588","SSW","0","0","0",NA
"2006","4922","1","302","172","588","SSW","0","2","2","0.102560043334961"
"2005","4923","2","88","173","144","R2","0","0","0",NA
"2006","4923","2","172","439","787","R1W","0","0","0",NA
"2007","4923","2","172","439","787","R1W","0","0","0",NA
"2005","4924","1","115","1011","822","R1E","0","0","0",NA
"2006","4924","1","115","1011","822","R1E","0","0","0",NA
"2004","4925","2","130","185","186","R2","0","0","0",NA
"2005","4925","2","130","185","186","R2","0","2","1","0"
"2006","4925","2","130","185","186","R2","0","1","1","0"
"2007","4925","2","130","185","186","R2","0","0","0",NA
"2005","4926","1","13","311","727","R1W","0","0","0",NA
"2006","4926","1","12","306","750","R1W","0","2","1","0"
"2007","4926","1","12","306","750","R1W","0","0","0",NA
"2005","4927","2","291","235","597","SSW","0","0","0",NA
"2006","4927","2","291","235","597","SSW","0","2","1","0.129791259765625"
"2007","4927","2","291","235","597","SSW","0","0","0",NA
"2005","4928","2","83","136","227","R2","0","0","0",NA
"2006","4928","2","82","127","237","R2","0","1","1","0"
"2007","4928","2","82","127","237","R2","0","0","0",NA
"2005","4929","1","75","921","1043","R1E","0","0","0",NA
"2006","4929","1","75","921","1043","R1E","0","2","1","0.00109195709228516"
"2005","4930","1","208","475","806","R1W","0","0","0",NA
"2006","4930","1","208","475","806","R1W","0","1","1","0"
"2007","4930","1","217","470","791","R1W","0","0","0",NA
"2005","4931","1","122","1060","806","R1E","0","0","0",NA
"2006","4931","1","122","1060","806","R1E","0","0","0",NA
"2005","4932","1","7","106","306","R2","0","0","0",NA
"2006","4932","1","7","106","306","R2","0","0","0",NA
"2007","4932","1","7","106","306","R2","0","0","0",NA
"2005","4933","1","10","304","793","R1W","0","0","0",NA
"2006","4933","1","10","304","793","R1W","0","0","0",NA
"2005","4934","2","92","155","90","R2","0","0","0",NA
"2006","4934","2","92","155","90","R2","0","0","0",NA
"2005","4935","1","57","911","1012","R1E","0","0","0",NA
"2006","4935","1","57","911","1012","R1E","0","2","1","0.0508252382278442"
"2007","4935","1","57","911","1012","R1E","0","0","0",NA
"2005","4936","1","98","369","815","R1W","0","0","0",NA
"2006","4936","1","98","369","815","R1W","0","3","2","0.0047454833984375"
"2007","4936","1","98","369","815","R1W","0","0","0",NA
"2005","4937","1","151","399","775","R1W","0","0","0",NA
"2006","4937","1","178","426","787","R1W","0","4","3","0"
"2007","4937","1","178","426","787","R1W","0","0","0",NA
"2005","4938","1","95","143","64","R2","0","0","0",NA
"2006","4938","1","95","143","64","R2","0","1","1","0.0625"
"2005","4939","2","204","511","791","R1W","0.0154495239257812","0","0",NA
"2006","4939","2","204","511","791","R1W","0.0154495239257812","0","0",NA
"2005","4940","1","95","143","64","R2","0","0","0",NA
"2006","4940","1","95","143","64","R2","0","1","1","0"
"2005","4941","2","134","223","118","R2","0","0","0",NA
"2006","4941","2","142","212","119","R2","0","0","0",NA
"2007","4941","2","142","212","119","R2","0","0","0",NA
"2005","4942","1","153","377","758","R1W","0","0","0",NA
"2006","4942","1","153","377","758","R1W","0","0","0",NA
"2005","4943","2","109","967","871","R1E","0.175171375274658","0","0",NA
"2006","4943","2","109","967","871","R1E","0.175171375274658","0","0",NA
"2007","4943","2","109","967","871","R1E","0.175171375274658","0","0",NA
"2005","4944","1","204","511","791","R1W","0.0154495239257812","0","0",NA
"2006","4944","1","204","511","791","R1W","0.0154495239257812","0","0",NA
"2005","4945","2","146","192","41","R2","0","0","0",NA
"2006","4945","2","146","192","41","R2","0","0","0",NA
"2005","4946","1","47","878","906","R1E","0","0","0",NA
"2006","4946","1","47","878","906","R1E","0","2","2","0"
"2007","4946","1","49","873","887","R1E","0","0","0",NA
"2005","4947","1","123","1048","822","R1E","0","0","0",NA
"2006","4947","1","123","1048","822","R1E","0","1","1","0"
"2005","4948","2","153","377","758","R1W","0","0","0",NA
"2006","4948","2","153","377","758","R1W","0","0","0",NA
"2005","4949","2","76","912","1028","R1E","0","0","0",NA
"2006","4949","2","103","986","912","R1E","0","2","1","0"
"2007","4949","2","65","951","916","R1E","0","0","0",NA
"2005","4950","1","38","889","972","R1E","0","0","0",NA
"2006","4950","1","38","889","972","R1E","0","4","3","0"
"2007","4950","1","38","889","972","R1E","0","0","0",NA
"2005","4951","2","236","568","813","R1W","0","0","0",NA
"2006","4951","2","236","568","813","R1W","0","0","0",NA
"2007","4951","2","236","568","813","R1W","0","0","0",NA
"2004","4952","1","108","968","881","R1E","0","0","0",NA
"2005","4952","1","108","968","881","R1E","0","6","1","0.175171375274658"
"2006","4952","1","108","968","881","R1E","0","3","3","0.058390458424886"
"2007","4952","1","108","968","881","R1E","0","0","0",NA
"2005","4953","2","106","998","887","R1E","0","0","0",NA
"2006","4953","2","106","998","887","R1E","0","0","0",NA
"2007","4953","2","106","998","887","R1E","0","0","0",NA
"2005","4954","2","120","1090","830","R1E","0","0","0",NA
"2006","4954","2","120","1090","830","R1E","0","0","0",NA
"2007","4954","2","120","1090","830","R1E","0","0","0",NA
"2005","4955","1","66","904","885","R1E","0","0","0",NA
"2006","4955","1","66","904","885","R1E","0","1","1","0"
"2007","4955","1","66","904","885","R1E","0","0","0",NA
"2005","4956","2","32","868","984","R1E","0","0","0",NA
"2006","4956","2","32","868","984","R1E","0","1","1","0"
"2005","4957","2","75","921","1043","R1E","0","0","0",NA
"2006","4957","2","75","921","1043","R1E","0","7","5","0.0103834390640259"
"2007","4957","2","57","911","1012","R1E","0","0","0",NA
"2005","4958","2","61","940","903","R1E","0","0","0",NA
"2006","4958","2","54","884","846","R1E","0","0","0",NA
"2007","4958","2","54","884","846","R1E","0","0","0",NA
"2005","4959","1","304","207","524","SSW","0","0","0",NA
"2006","4959","1","304","207","524","SSW","0","2","1","0"
"2007","4959","1","304","207","524","SSW","0","0","0",NA
"2005","4960","1","183","452","722","R1W","0","0","0",NA
"2006","4960","1","183","452","722","R1W","0","2","1","0"
"2007","4960","1","183","452","722","R1W","0","0","0",NA
"2005","4961","1","204","511","791","R1W","0","0","0",NA
"2006","4961","1","204","511","791","R1W","0","0","0",NA
"2005","4962","2","47","878","906","R1E","0.175171375274658","0","0",NA
"2006","4962","2","47","878","906","R1E","0.175171375274658","1","1","0"
"2005","4963","1","194","319","224","R2","0.0803070068359375","0","0",NA
"2006","4963","1","194","319","224","R2","0.0803070068359375","0","0",NA
"2007","4963","1","194","319","224","R2","0.0803070068359375","0","0",NA
"2005","4964","1","221","309","34","R2","0.125","0","0",NA
"2006","4964","1","221","309","34","R2","0.125","0","0",NA
"2005","4965","2","182","414","722","R1W","0","0","0",NA
"2006","4965","2","182","414","722","R1W","0","0","0",NA
"2005","4966","1","148","208","50","R2","0","0","0",NA
"2006","4966","1","175","267","27","R2","0","0","0",NA
"2007","4966","1","175","267","27","R2","0","0","0",NA
"2005","4968","2","306","184","484","SSW","0.220375061035156","0","0",NA
"2006","4968","2","306","184","484","SSW","0.220375061035156","1","1","0.19752311706543"
"2005","4969","1","169","265","53","R2","0","0","0",NA
"2006","4969","1","170","270","66","R2","0","0","0",NA
"2007","4969","1","203","281","63","R2","0","0","0",NA
"2004","4970","2","180","425","812","R1W","0","0","0",NA
"2005","4970","2","180","425","812","R1W","0","3","1","0.0154495239257812"
"2006","4970","2","180","425","812","R1W","0","4","2","0.00696849822998045"
"2007","4970","2","180","425","812","R1W","0","0","0",NA
"2005","4972","1","179","435","801","R1W","0.162002563476562","0","0",NA
"2006","4972","1","179","435","801","R1W","0.162002563476562","1","1","0"
"2007","4972","1","179","435","801","R1W","0.162002563476562","0","0",NA
"2005","4973","1","304","207","524","SSW","0","0","0",NA
"2006","4973","1","124","1001","762","R1E","0","0","0",NA
"2007","4973","1","124","1001","762","R1E","0","0","0",NA
"2005","4974","1","212","291","47","R2","0","0","0",NA
"2006","4974","1","212","291","47","R2","0","0","0",NA
"2005","4976","2","206","492","851","R1W","0","0","0",NA
"2006","4976","2","206","492","851","R1W","0","1","1","0.0377640724182129"
"2005","4978","1","194","319","224","R2","0.0803070068359375","0","0",NA
"2006","4978","1","194","319","224","R2","0.0803070068359375","0","0",NA
"2005","4979","1","113","1023","845","R1E","0","0","0",NA
"2006","4979","1","113","1023","845","R1E","0","1","1","0.00275230407714844"
"2005","4980","1","150","222","25","R2","0","0","0",NA
"2006","4980","1","150","222","25","R2","0","2","2","0"
"2007","4980","1","150","222","25","R2","0","0","0",NA
"2005","4981","2","56","907","991","R1E","0","0","0",NA
"2006","4981","2","56","907","991","R1E","0","0","0",NA
"2003","4982","1","175","267","27","R2","0","0","0",NA
"2004","4982","1","177","258","11","R2","0","1","1","0"
"2005","4982","1","33","888","1031","R1E","0","3","1","0"
"2006","4982","1","33","888","1031","R1E","0","3","2","0"
"2007","4982","1","33","888","1031","R1E","0","0","0",NA
"2005","4983","1","69","896","857","R1E","0","0","0",NA
"2006","4983","1","69","896","857","R1E","0","0","0",NA
"2007","4983","1","69","896","857","R1E","0","0","0",NA
"2005","4984","1","47","878","906","R1E","0","0","0",NA
"2006","4984","1","47","878","906","R1E","0","0","0",NA
"2005","4985","2","134","223","118","R2","0","0","0",NA
"2006","4985","2","134","223","118","R2","0","0","0",NA
"2005","4986","1","75","921","1043","R1E","0","0","0",NA
"2006","4986","1","147","387","791","R1W","0","2","1","0.0139369964599609"
"2007","4986","1","147","387","791","R1W","0","0","0",NA
"2005","4987","2","67","912","878","R1E","0","0","0",NA
"2006","4987","2","73","911","800","R1E","0","1","0",NA
"2007","4987","2","73","911","800","R1E","0","0","0",NA
"2005","4988","2","146","192","41","R2","0.125","0","0",NA
"2006","4988","2","146","192","41","R2","0.125","1","1","0"
"2005","4989","2","93","176","88","R2","0","0","0",NA
"2006","4989","2","89","155","161","R2","0","0","0",NA
"2007","4989","2","89","155","161","R2","0","0","0",NA
"2005","4990","1","131","200","156","R2","0","0","0",NA
"2006","4990","1","131","200","156","R2","0","0","0",NA
"2005","4991","2","138","198","87","R2","0","0","0",NA
"2006","4991","2","233","370","263","R2","0","0","0",NA
"2007","4991","2","233","370","263","R2","0","0","0",NA
"2005","4992","2","138","198","87","R2","0","0","0",NA
"2006","4992","2","132","201","126","R2","0","2","2","0.03125"
"2007","4992","2","132","201","126","R2","0","0","0",NA
"2005","4993","1","5","92","328","R2","0.125","0","0",NA
"2006","4993","1","5","92","328","R2","0.125","0","0",NA
"2005","4996","1","135","200","116","R2","0","0","0",NA
